Timestamp [s],Angular position [turns],Angular velocity [turns/s],Torque [Nm],Linear position [m],Linear speed [m/s],Voltage [V],Current [A],Reference x_ref [m],Estimated plane position [m],Estimated plane velocity [m/s],Reference velocity [m/s],tvec_x [m],tvec_y [m],tvec_z [m],rvec_x [rad],rvec_y [rad],rvec_z [rad],qx,qy,qz,qw
134.825,532.594,-0.069,0.09,67.764,-0.009,30.115,3.903,67.761,-7.76172,-0.53,14,,,,,,,,,,
134.925,532.592,0.025,0.104,67.764,0.003,30.104,4.147,67.761,-7.81472,-0.53,14,,,,,,,,,,
135.025,532.59,-0.035,0.08,67.764,-0.004,30.115,4.134,67.761,-7.86772,-0.53,14,,,,,,,,,,
135.125,532.586,-0.121,0.07,67.763,-0.015,30.11,3.201,67.761,-7.92072,-0.53,14,,,,,,,,,,
135.225,532.574,0.018,0.08,67.762,0.002,30.113,2.982,67.761,-7.97372,-0.53,14,,,,,,,,,,
135.325,532.573,0.026,0.08,67.762,0.003,30.113,2.803,67.761,-8.02672,-0.53,14,,,,,,,,,,
135.425,532.573,0.015,0.076,67.762,0.002,30.11,2.519,67.761,-8.07972,-0.53,14,,,,,,,,,,
135.525,532.572,-0.024,0.071,67.762,-0.003,30.113,3.081,67.761,-8.13272,-0.53,14,,,,,,,,,,
135.625,532.572,0.026,0.065,67.761,0.003,30.11,2.518,67.761,-8.18572,-0.53,14,,,,,,,,,,
135.725,532.571,-0.006,0.068,67.761,-0.001,30.108,2.594,67.761,-8.23872,-0.53,14,,,,,,,,,,
135.825,532.57,-0.043,0.067,67.761,-0.005,30.124,2.599,67.761,-8.29172,-0.53,14,,,,,,,,,,
135.926,532.569,-0.044,0.069,67.761,-0.006,30.113,2.895,67.761,-8.34525,-0.53,0,,,,,,,,,,
136.026,532.561,-0.021,0.046,67.76,-0.003,30.124,2.157,67.76,-8.39825,-0.53,0,,,,,,,,,,
136.126,532.561,-0.027,0.052,67.76,-0.003,30.115,2.011,67.76,-8.45125,-0.53,0,,,,,,,,,,
136.226,532.561,0.001,0.04,67.76,0,30.094,1.759,67.76,-8.50425,-0.53,0,,,,,,,,,,
136.326,532.56,0.024,0.053,67.76,0.003,30.133,1.969,67.76,-8.55725,-0.53,0,,,,,,,,,,
136.426,532.56,0.048,0.049,67.76,0.006,30.129,1.562,67.76,-8.61025,-0.53,0,,,,,,,,,,
136.526,532.56,-0.02,0.048,67.76,-0.003,30.12,1.858,67.76,-8.66325,-0.53,0,,,,,,,,,,
136.626,532.56,-0.007,0.049,67.76,-0.001,30.101,1.942,67.76,-8.71625,-0.53,0,,,,,,,,,,
136.726,532.56,0.056,0.045,67.76,0.007,30.108,2.124,67.76,-8.76925,-0.53,0,,,,,,,,,,
136.826,532.56,0.013,0.041,67.76,0.002,30.138,1.701,67.76,-8.82225,-0.53,0,,,,,,,,,,
136.926,532.561,0.057,0.052,67.76,0.007,30.099,1.665,67.76,-8.87525,-0.53,0,,,,,,,,,,
137.026,532.561,0.004,0.043,67.76,0.001,30.117,2.283,67.76,-8.92825,-0.53,0,,,,,,,,,,
137.126,532.561,-0.017,0.048,67.76,-0.002,30.12,2.098,67.76,-8.98125,-0.53,0,,,,,,,,,,
137.226,532.561,0.008,0.048,67.76,0.001,30.122,1.68,67.76,-9.03425,-0.53,0,,,,,,,,,,
137.326,532.561,0.006,0.043,67.76,0.001,30.151,2.022,67.76,-9.08725,-0.53,0,,,,,,,,,,
137.426,532.562,-0.018,0.04,67.76,-0.002,30.136,2.072,67.76,-9.14025,-0.53,0,,,,,,,,,,
137.527,532.562,-0.024,0.047,67.76,-0.003,30.136,1.733,67.76,-9.19378,-0.53,0,,,,,,,,,,
137.627,532.562,-0.023,0.041,67.76,-0.003,30.122,1.6,67.76,-9.24678,-0.53,0,,,,,,,,,,
137.727,532.562,0,0.047,67.76,0,30.14,1.879,67.76,-9.29978,-0.53,0,,,,,,,,,,
137.827,532.563,0.005,0.046,67.76,0.001,30.115,2.044,67.76,-9.35278,-0.53,0,,,,,,,,,,
137.927,532.563,0.004,0.04,67.76,0,30.133,2.138,67.76,-9.40578,-0.53,0,,,,,,,,,,
138.027,532.563,0.003,0.048,67.76,0,30.136,1.88,67.76,-9.45878,-0.53,0,,,,,,,,,,
138.127,532.561,-0.072,0.034,67.76,-0.009,30.124,1.417,67.76,-9.51178,-0.53,0,,,,,,,,,,
138.227,532.569,-0.013,0.054,67.761,-0.002,30.117,2.407,67.761,-9.56478,-0.53,0,,,,,,,,,,
138.327,532.563,-0.037,0.049,67.76,-0.005,30.124,1.619,67.76,-9.61778,-0.53,0,,,,,,,,,,
138.427,532.564,-0.037,0.042,67.76,-0.005,30.12,1.321,67.76,-9.67078,-0.53,0,,,,,,,,,,
138.527,532.563,-0.025,0.038,67.76,-0.003,30.133,2.181,67.76,-9.72378,-0.53,0,,,,,,,,,,
138.627,532.563,0.079,0.062,67.76,0.01,30.136,1.932,67.761,-9.77678,-0.53,0,,,,,,,,,,
138.727,532.562,0.015,0.05,67.76,0.002,30.133,1.955,67.76,-9.82978,-0.53,0,,,,,,,,,,
138.827,532.563,0.051,0.051,67.76,0.006,30.14,1.895,67.76,-9.88278,-0.53,0,,,,,,,,,,
138.927,532.561,0.073,0.054,67.76,0.009,30.126,2.177,67.76,-9.93578,-0.53,0,,,,,,,,,,
139.027,532.562,0.039,0.047,67.76,0.005,30.124,1.815,67.76,-9.98878,-0.53,0,,,,,,,,,,
139.127,532.562,0.009,0.039,67.76,0.001,30.14,2.042,67.76,-10.04178,-0.53,0,,,,,,,,,,
139.227,532.562,-0.01,0.036,67.76,-0.001,30.126,1.499,67.76,-10.09478,-0.53,0,,,,,,,,,,
139.327,532.562,0.014,0.058,67.76,0.002,30.115,1.514,67.76,-10.14778,-0.53,0,,,,,,,,,,
139.428,532.562,-0.007,0.037,67.76,-0.001,30.142,1.565,67.76,-10.20131,-0.53,0,,,,,,,,,,
139.528,532.561,-0.074,0.036,67.76,-0.009,30.124,1.407,67.76,-10.25431,-0.53,0,,,,,,,,,,
139.628,532.562,0.009,0.034,67.76,0.001,30.124,1.701,67.76,-10.30731,-0.53,0,,,,,,,,,,
139.728,532.562,-0.009,0.042,67.76,-0.001,30.161,1.162,67.76,-10.36031,-0.53,0,,,,,,,,,,
139.828,532.562,0.035,0.043,67.76,0.004,30.138,1.343,67.76,-10.41331,-0.53,0,,,,,,,,,,
139.928,532.562,0.033,0.038,67.76,0.004,30.138,1.406,67.76,-10.46631,-0.53,0,,,,,,,,,,
140.028,532.562,-0.012,0.038,67.76,-0.002,30.131,1.913,67.76,-10.51931,-0.53,0,,,,,,,,,,
140.128,532.562,0.009,0.038,67.76,0.001,30.145,1.477,67.76,-10.57231,-0.53,0,,,,,,,,,,
140.228,532.562,0.039,0.034,67.76,0.005,30.133,1.4,67.76,-10.62531,-0.53,0,,,,,,,,,,
140.329,532.562,-0.012,0.032,67.76,-0.002,30.133,1.45,67.76,-10.67884,-0.53,0,,,,,,,,,,
140.429,532.562,-0.025,0.03,67.76,-0.003,30.133,1.641,67.76,-10.73184,-0.53,0,,,,,,,,,,
140.529,532.562,0.007,0.037,67.76,0.001,30.14,1.201,67.76,-10.78484,-0.53,0,,,,,,,,,,
140.629,532.562,0.009,0.033,67.76,0.001,30.138,1.186,67.76,-10.83784,-0.53,0,,,,,,,,,,
140.729,532.562,-0.003,0.038,67.76,0,30.133,1.291,67.76,-10.89084,-0.53,0,,,,,,,,,,
140.829,532.562,-0.035,0.031,67.76,-0.004,30.14,1.193,67.76,-10.94384,-0.53,0,,,,,,,,,,
140.929,532.562,-0.002,0.035,67.76,0,30.151,1.608,67.76,-10.99684,-0.53,0,,,,,,,,,,
141.03,532.562,0.02,0.03,67.76,0.003,30.151,1.283,67.76,-11.05037,-0.53,0,,,,,,,,,,
141.13,532.562,0.008,0.03,67.76,0.001,30.136,1.459,67.76,-11.10337,-0.53,0,,,,,,,,,,
141.23,532.562,-0.048,0.026,67.76,-0.006,30.142,1.07,67.76,-11.15637,-0.53,0,,,,,,,,,,
141.33,532.562,0.02,0.033,67.76,0.003,30.147,1.191,67.76,-11.20937,-0.53,0,,,,,,,,,,
141.43,532.562,0.011,0.041,67.76,0.001,30.147,1.278,67.76,-11.26237,-0.53,0,,,,,,,,,,
141.53,532.562,-0.028,0.035,67.76,-0.004,30.131,1.37,67.76,-11.31537,-0.53,0,,,,,,,,,,
141.758,532.562,-0.036,0.032,67.76,-0.005,30.142,1.168,67.761,67.64,0.931,0.811,0.116048396,0.410567387,5.146098655,2.925552406,0.306764065,-0.570613372,0.973776945,0.102107135,-0.189929993,0.072520284
141.885,532.562,-0.014,0.04,67.76,-0.002,30.126,1.229,67.761,67.758237,0.565,0.445,0.11906605,0.123380267,5.162125846,-2.968339683,-0.313115615,-0.319118972,0.986433053,0.104053992,0.106049016,-0.069829828
141.999,532.561,0.016,0.045,67.76,0.002,30.14,1.024,67.761,67.65,0.373,0.248,0.110289451,0.261249907,5.152982934,2.916086681,0.278051245,-0.647022298,0.969617445,0.092453815,-0.215139046,0.070777777
142.114,532.561,-0.061,0.014,67.76,-0.008,30.147,1.53,67.761,67.66,0.261,0.134,0.100643614,0.564695202,5.070148537,2.785746379,0.256909174,-0.485563176,0.969927505,0.089449375,-0.169061004,0.150525153
142.237,532.562,-0.04,0.021,67.76,-0.005,30.147,1.159,67.761,67.65,0.124,0.015,0.111583266,0.60268885,5.137356676,2.98831426,0.319722365,0.504390789,0.979523387,0.104800067,0.165331532,0.047078278
142.355,532.562,0.009,0.02,67.76,0.001,30.145,1.253,0,67.61,-0.052,-0.138,0.149792008,0.396619446,5.280962923,3.0735304,0.28760816,0.505890461,0.98252159,0.091940274,0.161719012,0.006728444
142.471,532.562,-0.007,0.08,67.76,-0.001,30.158,3.241,0,67.56,-0.199,-0.276,0.195035228,0.202567551,5.209104234,3.055461284,0.281731251,0.528006902,0.981256005,0.090477495,0.169568486,0.014035814
142.59,532.498,-1.024,0.176,67.752,-0.13,30.136,7.313,0,67.462,-0.458,-0.519,0.287703602,0.078916315,5.312799661,2.887521354,0.266602934,-0.293487628,0.984330527,0.090882586,-0.10004734,0.113244422
142.703,532.223,-2.835,0.061,67.717,-0.361,30.138,4.723,0,67.347,-0.655,-0.755,0.368909794,0.107050433,5.353670734,3.072212095,0.277587816,-0.384009235,0.988179336,0.08928633,-0.12351686,0.016526836
142.817,531.81,-4.324,0.161,67.665,-0.55,30.122,5.819,0,67.245,-0.757,-0.926,0.42167145,0.178143821,5.234962428,2.91641548,0.271503449,-0.425863282,0.981267729,0.091351035,-0.143287504,0.090759699
142.94,531.167,-6.562,0.144,67.583,-0.835,30.104,6.573,0,67.113,-0.914,-1.145,0.466973647,0.193109361,5.189622917,3.097861551,0.28214672,0.340230007,0.989955299,0.090163048,0.108724193,0.006178969
143.056,530.255,-7.569,0.093,67.467,-0.963,30.106,4.849,0,66.977,-0.986,-1.3,0.486658705,0.058624733,5.224691721,-2.991524752,-0.242599712,-0.051974252,0.994144906,0.08062085,0.017272108,-0.069841667
143.172,529.246,-8.997,0.192,67.338,-1.145,30.078,6.496,0,66.908,-0.83,-1.254,0.434852518,0.000716524,4.812830425,-3.0333708,-0.257784262,0.239593448,0.992378125,0.084335045,-0.078383855,-0.043922984
143.288,528.072,-10.629,0.039,67.189,-1.352,30.09,1.193,0,66.769,-0.981,-1.415,0.41503787,0.164280831,4.837122634,-3.099218055,-0.287426639,-0.052862083,0.995481483,0.092322609,0.016979517,-0.01431254
143.406,526.893,-10.127,0.055,67.039,-1.289,30.122,2.676,0,66.669,-0.929,-1.39,0.373975044,0.387925824,4.821173453,-3.058298861,-0.254007094,0.239783259,0.993041142,0.082477059,-0.077858526,-0.031699762
143.519,525.637,-10.828,0.178,66.879,-1.378,30.072,6.726,0,66.539,-1.003,-1.45,0.344766332,0.461885258,5.260677399,3.104466151,0.30902799,0.132601367,0.994139807,0.098959696,0.042462791,0.009483316
143.639,524.369,-11.722,0.019,66.718,-1.491,30.12,2.969,0,66.458,-0.89,-1.353,0.256653515,0.247523209,5.356733406,3.041875546,0.271392189,-0.336475126,0.989460873,0.088278415,-0.109448584,0.034570372
143.756,523.017,-12.019,0.033,66.546,-1.529,30.11,2.972,0,66.456,-0.546,-0.726,0.089157391,0.076255574,5.26374659,-3.048923677,-0.263379659,-0.359858016,0.989023554,0.085436277,0.116732359,-0.030109928
143.871,521.742,-10.32,0.011,66.384,-1.313,30.11,1.451,0,66.524,-0.105,-0.105,-0.144813916,0.296883153,5.279130306,2.983721868,0.244204024,-0.510452583,0.981141999,0.080301997,-0.167852933,0.052319792
143.987,520.816,-5.045,-0.155,66.266,-0.642,30.133,-5.842,67.761,66.606,0.22,0.22,-0.335269499,0.453000135,5.1959144,3.016927804,0.311590637,0.618563223,0.974385813,0.10063532,0.199779136,0.023089316
144.102,520.567,0.311,-0.093,66.234,0.04,30.14,-4.128,67.761,66.664,0.326,0.326,-0.429949823,0.375419515,5.288794684,2.989694628,0.238135264,-0.434012975,0.985042082,0.078460607,-0.142998232,0.055565592
144.216,520.717,2.002,-0.185,66.253,0.255,30.115,-6.981,67.761,66.703,0.335,0.392,-0.450982044,0.004082187,5.329304362,-3.012103173,-0.295796903,-0.54614122,0.978860057,0.096126778,0.177482574,-0.033054017
144.335,521.034,2.821,-0.155,66.294,0.359,30.108,-5.345,67.761,66.744,0.342,0.554,-0.451767564,-0.157425396,5.24692274,2.955484012,0.302512123,-0.346927842,0.985292841,0.100850835,-0.11565805,0.075168751
144.451,521.39,3.162,-0.19,66.339,0.402,30.113,-6.07,67.761,66.839,0.523,0.796,-0.499521538,-0.072246975,5.233467939,3.040171658,0.314716484,-0.43086023,0.984574344,0.10192246,-0.139536176,0.027474147
144.575,521.876,5.132,-0.128,66.401,0.653,30.094,-7.811,67.761,66.931,0.624,0.966,-0.529204396,0.02174422,5.173281689,2.937857505,0.318341767,-0.440647505,0.980399769,0.106234627,-0.14704958,0.076856476
144.692,522.617,6.364,-0.244,66.495,0.81,30.072,-9.25,67.761,67.055,0.779,1.177,-0.561139391,-0.074593673,5.204560146,-2.880946762,-0.357720748,-0.667119436,0.963966286,0.119693548,0.22321851,-0.081338491
144.81,523.515,8.179,-0.136,66.609,1.041,30.09,-7.148,67.761,67.169,0.856,1.318,-0.555731225,-0.219633593,5.330500488,-2.880063586,-0.323947019,-0.541968382,0.972250813,0.109357916,0.182957489,-0.096414519
144.925,524.583,9.525,-0.19,66.745,1.212,30.044,-8.341,67.761,67.285,0.905,1.419,-0.544245482,-0.178291084,5.393337779,3.048419496,0.322326194,-0.287174287,0.989633702,0.104639426,-0.093227771,0.031373701
145.04,525.78,10.453,-0.213,66.897,1.33,30.058,-8.13,67.761,67.367,0.831,1.405,-0.472301156,0.029854898,5.167430902,-2.955233683,-0.343959556,-0.819653004,0.957248842,0.111414163,0.265499102,-0.027780654
145.155,527.073,11.797,-0.11,67.062,1.501,30.076,-6.124,67.761,67.502,0.964,1.519,-0.443773398,0.175693172,5.310090323,2.958528529,0.283190706,-0.38574292,0.984590659,0.094245136,-0.128374248,0.072243628
145.27,528.356,11.049,-0.121,67.225,1.406,30.074,-4.576,67.761,67.605,0.937,1.489,-0.382346489,0.226200473,5.173217845,3.022454433,0.305313467,-0.60507422,0.975532358,0.098543476,-0.195294749,0.022040048
145.388,529.708,11.756,-0.18,67.397,1.496,30.053,-6.268,67.761,67.707,0.915,1.448,-0.312698583,0.160226628,5.411814255,2.961907531,0.266340149,-0.429995382,0.983425187,0.088431394,-0.142768903,0.068350791
145.502,531.083,10.813,0.043,67.572,1.376,30.117,1.122,67.761,67.802,0.872,1.332,-0.225349125,0.056297506,5.164611087,2.988867064,0.326880616,-0.594665428,0.974466082,0.106573516,-0.193879914,0.038321262
145.615,532.04,6.383,0.087,67.694,0.812,30.154,3.697,67.761,67.824,0.605,0.865,-0.130583829,0.059776558,5.215459887,2.941410578,0.326308198,-0.376842382,0.98285739,0.109034225,-0.125919966,0.079038283
145.731,532.504,2.176,-0.002,67.753,0.277,30.14,-0.132,67.761,67.873,0.536,0.776,-0.120096105,0.205095664,5.201245268,2.931846347,0.305134797,-0.455788346,0.979846451,0.101978485,-0.152328103,0.079356599
145.851,532.595,-0.229,-0.03,67.764,-0.029,30.138,-1.866,67.761,67.884,0.365,0.605,-0.124107276,0.339035079,5.069500368,2.903830152,0.288950653,-0.679868047,0.966576288,0.096180849,-0.226302607,0.072571719
145.966,532.584,0,-0.03,67.763,0,30.136,-0.693,67.761,67.923,0.347,0.523,-0.156964639,0.252825813,5.047656856,2.953713881,0.334751301,-0.615819847,0.971617383,0.11011567,-0.202572521,0.05290155
146.081,532.584,-0.03,-0.027,67.763,-0.004,30.136,-0.995,67.761,67.893,0.107,0.299,-0.130688839,0.0474318,4.712110377,2.963144124,0.32231955,-0.550900972,0.976087139,0.106175047,-0.181471886,0.055215126
146.201,532.583,-0.01,-0.015,67.763,-0.001,30.14,-0.911,67.761,67.90584,0.065,0.232,-0.12928692,0.051995756,4.728819621,2.973548182,0.313869711,-0.530555331,0.977835686,0.103214404,-0.174470331,0.052385698
146.315,532.583,0.019,-0.006,67.763,0.002,30.129,-0.873,67.761,67.913,0.105,0.245,-0.145033625,0.22790982,5.115493031,2.924700394,0.3248874,-0.572908584,0.973054407,0.10809077,-0.190607976,0.071764233
146.438,532.583,0.018,-0.011,67.763,0.002,30.145,-0.899,67.761,67.933,0.133,0.262,-0.16931249,0.246302297,5.216966079,2.897774466,0.262700574,-0.52282646,0.976011635,0.088481288,-0.176095384,0.092535213
146.554,532.583,-0.01,-0.004,67.763,-0.001,30.142,-0.699,67.761,67.953,0.144,0.278,-0.191526594,0.018928344,5.27117649,2.931667462,0.307444427,-0.534456374,0.975992536,0.10235249,-0.177927899,0.072829939
146.667,532.582,0.08,-0.011,67.763,0.01,30.142,-0.598,67.761,67.969272,0.087,0.243,-0.187980681,-0.113550362,5.098363666,-2.818972376,-0.290685305,-0.687314838,0.960561299,0.099050653,0.234201668,-0.112519054
146.779,532.582,-0.012,-0.013,67.763,-0.002,30.156,-0.381,67.761,67.943,0.018,0.195,-0.181912546,0.040520875,5.271491319,2.927663827,0.306119653,-0.536697802,0.975717643,0.102022078,-0.178868048,0.074651178
146.894,532.582,0.056,-0.005,67.763,0.007,30.154,-0.523,67.761,67.923,-0.06,0.134,-0.164533922,0.285805806,5.309974382,-2.952052997,-0.357622465,-0.504237429,0.976843369,0.118338368,0.166853708,-0.062712864
147.018,532.581,-0.011,-0.012,67.763,-0.001,30.147,0.222,67.761,67.893,-0.138,0.063,-0.128629848,0.406951395,5.137189115,-2.979746863,-0.414257375,-0.600960815,0.970624039,0.134940377,0.195757237,-0.036866978
147.134,532.581,-0.051,0.001,67.763,-0.007,30.145,-0.357,67.761,67.863,-0.179,0.012,-0.103014602,0.326409833,5.147685825,-3.024626427,-0.487211538,-0.40758638,0.978332525,0.157591328,0.13183612,-0.025488842
147.251,532.581,-0.007,-0.001,67.763,-0.001,30.133,-0.067,0,67.833,-0.212,-0.072,-0.073163908,0.236028702,5.156219078,2.88997637,0.427100152,-0.486372596,0.971873473,0.143630001,-0.163562799,0.089886518
147.368,532.581,0.004,0.02,67.763,0,30.149,0.157,0,67.813,-0.194,-0.094,-0.053683123,0.281747803,5.023020922,2.808717388,0.457831452,-0.499288759,0.964398068,0.157200496,-0.171435231,0.125834543
147.484,532.56,-0.161,0.155,67.76,-0.02,30.133,5.746,0,67.8,-0.161,-0.081,-0.03651576,0.356428071,4.758285209,2.881065312,0.426295526,-0.410888324,0.974620483,0.144209279,-0.138997257,0.099991804
147.603,532.493,-0.996,0.112,67.751,-0.127,30.129,4.376,0,67.781,-0.16,-0.1,-0.03227981,0.354081589,5.103634228,-3.03241826,-0.488863911,-0.55060109,0.971709843,0.156651832,0.176434928,-0.010530931
147.72,532.37,-0.763,0.036,67.736,-0.097,30.138,1.53,0,67.786,-0.083,-0.028,-0.052488742,0.209204156,5.243409531,-2.962507138,-0.414587247,-0.245960532,0.984597025,0.13778916,0.081745629,-0.070003563
147.838,532.282,-0.668,0.045,67.725,-0.085,30.142,0.919,0,67.775,-0.087,-0.034,-0.051559777,0.117619965,5.277786602,-2.94185855,-0.37864163,-0.377247223,0.981068567,0.126271673,0.125806658,-0.075714044
147.963,532.237,-0.294,0.026,67.719,-0.037,30.14,0.937,0,67.769,-0.072,-0.02,-0.052375396,0.08780826,5.192203068,2.985308146,0.357475853,-0.541709485,0.976258276,0.116902089,-0.177150345,0.043260083
148.085,532.206,-0.124,0.039,67.715,-0.016,30.165,1.977,0,67.755,-0.088,-0.031,-0.044443822,0.139030233,5.242039928,2.888546803,0.296275705,-0.439888381,0.978408476,0.100354497,-0.148998978,0.102201438
148.208,532.195,-0.25,0.063,67.714,-0.032,30.154,2.564,0,67.754,-0.057,-0.007,-0.041538045,0.161747582,5.238517816,-3.00870986,-0.282587107,-0.50144885,0.981434969,0.092179333,0.163571584,-0.039149821
148.322,532.17,-0.13,0.063,67.71,-0.017,30.145,2.42,67.761,67.75,-0.045,0.001,-0.03988816,0.088537698,5.110213011,3.018223096,0.250088751,-0.522842188,0.981486429,0.081325571,-0.170021398,0.034106676
148.436,532.161,-0.007,0.061,67.709,-0.001,30.133,2.536,67.709,67.749,-0.032,0,-0.039882377,-0.024481951,5.109345752,3.03910966,0.257675823,-0.524262005,0.981753821,0.083239584,-0.16935757,0.023422622
148.551,532.16,0.015,0.071,67.709,0.002,30.163,2.568,67.709,67.739,-0.054,0,-0.029779651,0.001186802,4.778162935,3.048581977,0.20732224,-0.354809056,0.990506389,0.067360499,-0.115280035,0.032713439
148.677,532.16,-0.017,0.082,67.709,-0.002,30.147,2.663,67.709,67.729,-0.066,0,-0.024957653,0.137899684,4.717907664,3.002704645,0.183129008,-0.498444564,0.983671636,0.059992184,-0.163288048,0.04613094
148.794,532.16,-0.003,0.08,67.709,0,30.151,3.09,67.709,67.721278,-0.04,0,-0.020199564,0.321277634,4.744964023,2.97539596,0.160303319,-0.48857831,0.983557722,0.052990449,-0.161506225,0.061007857
148.91,532.16,-0.01,0.079,67.709,-0.001,30.149,3.444,67.709,67.719,-0.058,0,-0.012086752,0.330857452,5.134365171,3.05597163,0.215889299,-0.537059088,0.982410651,0.069402459,-0.172649695,0.015642701
149.026,532.159,0.004,0.09,67.709,0,30.142,3.345,67.709,67.712272,-0.035,0,-0.006153117,0.271363631,5.185182114,2.906418306,0.187592435,-0.55239957,0.976598368,0.063033757,-0.185614203,0.088485827
149.141,532.159,0.031,0.089,67.709,0.004,30.154,3.276,67.709,67.709,-0.055,0,0.001427007,0.335232607,5.164202638,2.977042383,0.199768387,-0.379159136,0.987580341,0.066269575,-0.125779234,0.066880481
149.256,532.159,-0.018,0.084,67.709,-0.002,30.154,3.475,67.709,67.699,-0.068,0,0.005039286,0.448203509,5.177316714,2.786801262,0.166494834,-0.507846035,0.970779149,0.057998292,-0.176907607,0.15141909
149.37,532.158,0.012,0.092,67.709,0.002,30.14,3.536,67.709,67.689,-0.076,0,0.021573883,0.421632083,5.104600844,3.004955162,0.176283154,-0.657580317,0.974837167,0.057187998,-0.213325557,0.030236368
149.485,532.157,-0.084,0.085,67.709,-0.011,30.142,3.559,67.709,67.669,-0.115,0,0.038845856,0.242139477,5.195711158,2.905711659,0.190741727,-0.68972938,0.968291074,0.06356223,-0.229843453,0.074459555
149.6,532.156,0.011,0.088,67.709,0.001,30.149,3.707,67.709,67.649,-0.138,0,0.062255096,0.062510057,5.137898835,2.826424952,0.254167417,-0.471230548,0.973921344,0.087580274,-0.162375261,0.132065086
149.715,532.156,0.016,0.097,67.709,0.002,30.158,3.591,67.709,67.609,-0.223,0,0.096552161,0.050425484,5.269439849,-3.041007231,-0.267467452,-0.53266553,0.981103845,0.086291589,0.171851022,-0.021359613
149.827,532.155,-0.043,0.09,67.708,-0.005,30.14,3.815,67.709,67.608,-0.136,0,0.103481623,0.165508222,5.167111576,-3.03134213,-0.35513407,-0.425885112,0.98323489,0.11518997,0.138138515,-0.029969538
149.951,532.154,0.015,0.098,67.708,0.002,30.154,4.2,67.709,67.618,-0.048,0,0.094187889,0.228243694,5.022426317,3.025530481,0.330884024,0.660178911,0.971391456,0.106235226,0.211960236,0.013622575
150.066,532.153,-0.014,0.1,67.708,-0.002,30.145,4.075,67.709,67.61248,-0.029,0,0.085572684,0.15519418,5.008901927,2.96393794,0.311984035,-0.660973394,0.969956285,0.102097575,-0.216305237,0.04441773
150.184,532.151,-0.056,0.087,67.708,-0.007,30.142,3.773,67.709,67.628,0.016,0,0.080025545,0.06078506,5.136685698,-2.985883652,-0.293568717,-0.457707095,0.982421982,0.096590622,0.150595791,-0.053274837
150.301,532.14,-0.017,0.073,67.707,-0.002,30.142,2.737,67.709,67.637,0.038,0,0.066723649,0.102821821,5.147463428,2.922058517,0.248690452,-0.581999119,0.974524514,0.082939798,-0.194100291,0.075815826
150.414,532.14,-0.009,0.078,67.707,-0.001,30.131,2.967,67.709,67.647,0.057,0,0.064101679,0.249938906,5.176450913,-3.033449486,-0.256431501,-0.456980948,0.984913281,0.08325927,0.148374518,-0.031602602
150.531,532.14,0.025,0.074,67.707,0.003,30.138,2.919,67.709,67.653669,0.034,0,0.056703931,0.314781026,5.145625279,3.076078416,0.224185542,0.511110439,0.983907024,0.071707447,0.163482552,0.007646271
150.65,532.139,-0.004,0.076,67.707,-0.001,30.158,3.011,67.709,67.657,0.054,0,0.049621129,0.301684677,5.013623651,2.845848387,0.233707897,-0.492302995,0.974852239,0.080057205,-0.16863958,0.121715441
150.777,532.139,0.013,0.082,67.706,0.002,30.147,3.174,67.709,67.656,0.033,0,0.05416707,0.290099968,5.178280589,2.92815698,0.226272134,-0.487461209,0.980245296,0.075748055,-0.163185089,0.082170673
150.893,532.139,0.003,0.078,67.706,0,30.17,2.808,67.709,67.646,-0.012,0,0.059411948,0.326472205,5.17971991,-3.04654022,-0.260989344,-0.45534203,0.98517331,0.084397289,0.147245985,-0.025085191
151.01,532.139,-0.003,0.08,67.706,0,30.147,3.255,67.709,67.644596,-0.007,0,0.060681208,0.405311978,5.184629569,3.065697199,0.309544446,0.513719317,0.981356257,0.099087861,0.164446008,0.008888353
151.133,532.139,-0.014,0.072,67.706,-0.002,30.154,2.941,67.709,67.643735,-0.004,0,0.059686224,0.422731267,5.20416858,2.935121732,0.330875049,-0.434450121,0.98013519,0.110490231,-0.145077407,0.077970913
151.244,532.138,-0.023,0.073,67.706,-0.003,30.149,3.085,67.709,67.643291,-0.003,0,0.064360936,0.291350484,5.164801525,2.822537631,0.327333727,-0.362300182,0.975920141,0.113178855,-0.125268851,0.138123639
151.358,532.137,-0.025,0.061,67.706,-0.003,30.149,2.799,67.709,67.636,-0.037,0,0.068954035,0.136279586,5.061015126,2.861854976,0.299935844,-0.54508847,0.971644366,0.101832893,-0.185066031,0.106244302
151.482,532.136,-0.023,0.064,67.706,-0.003,30.142,3.262,67.709,67.631412,-0.023,0,0.067565274,0.052162914,4.731023469,2.978639458,0.284844251,-0.528603341,0.978979254,0.093618787,-0.173734254,0.051493224
151.599,532.136,-0.013,0.072,67.706,-0.002,30.138,2.885,67.709,67.628721,-0.014,0,0.069765548,0.118758285,4.725537697,2.981199215,0.272502157,-0.582878959,0.976463723,0.089255515,-0.190916513,0.045857777
151.718,532.136,-0.002,0.068,67.706,0,30.154,2.675,67.709,67.627055,-0.009,0,0.074864245,0.210010849,5.139085927,2.928392411,0.279266216,-0.500571107,0.978330061,0.093298471,-0.16723297,0.078732589
