frame,t_sec,x_center,y_center,w,h,ok,speed_pix_per_s
902,15.0484,4981.000,1639.500,46.000,25.000,1,59.940
903,15.0650,4982.000,1640.500,46.000,25.000,1,84.768
904,15.0817,4982.000,1639.500,46.000,25.000,1,59.940
905,15.0984,4982.000,1640.500,46.000,25.000,1,59.940
906,15.1151,4981.000,1639.500,46.000,25.000,1,84.768
907,15.1318,4982.000,1639.500,46.000,25.000,1,59.940
908,15.1485,4982.000,1640.500,46.000,25.000,1,59.940
909,15.1652,4982.000,1639.500,46.000,25.000,1,59.940
910,15.1818,4982.000,1639.500,46.000,25.000,1,0.000
911,15.1985,4982.000,1639.500,46.000,25.000,1,0.000
912,15.2152,4982.000,1639.500,46.000,25.000,1,0.000
913,15.2319,4982.000,1639.500,46.000,25.000,1,0.000
914,15.2486,4982.000,1639.500,46.000,25.000,1,0.000
915,15.2652,4983.000,1639.500,46.000,25.000,1,59.940
916,15.2819,4982.000,1639.500,46.000,25.000,1,59.940
917,15.2986,4982.000,1640.500,46.000,25.000,1,59.940
918,15.3153,4982.000,1639.500,46.000,25.000,1,59.940
919,15.3320,4982.000,1639.500,46.000,25.000,1,0.000
920,15.3487,4982.000,1639.500,46.000,25.000,1,0.000
921,15.3653,4982.000,1639.500,46.000,25.000,1,0.000
922,15.3820,4982.000,1639.500,46.000,25.000,1,0.000
923,15.3987,4982.000,1639.500,46.000,25.000,1,0.000
924,15.4154,4982.000,1639.500,46.000,25.000,1,0.000
925,15.4321,4982.000,1639.500,46.000,25.000,1,0.000
926,15.4488,4981.000,1639.500,46.000,25.000,1,59.940
927,15.4655,4982.000,1639.500,46.000,25.000,1,59.940
928,15.4821,4982.000,1639.500,46.000,25.000,1,0.000
929,15.4988,4981.000,1639.500,46.000,25.000,1,59.940
930,15.5155,4982.000,1639.500,46.000,25.000,1,59.940
931,15.5322,4982.000,1639.500,46.000,25.000,1,0.000
932,15.5489,4981.000,1639.500,46.000,25.000,1,59.940
933,15.5655,4982.000,1639.500,46.000,25.000,1,59.940
934,15.5822,4982.000,1639.500,46.000,25.000,1,0.000
935,15.5989,4981.000,1639.500,46.000,25.000,1,59.940
936,15.6156,4982.000,1639.500,46.000,25.000,1,59.940
937,15.6323,4982.000,1639.500,46.000,25.000,1,0.000
938,15.6490,4981.000,1639.500,46.000,25.000,1,59.940
939,15.6656,4982.000,1639.500,46.000,25.000,1,59.940
940,15.6823,4982.000,1639.500,46.000,25.000,1,0.000
941,15.6990,4982.000,1639.500,46.000,25.000,1,0.000
942,15.7157,4982.000,1639.500,46.000,25.000,1,0.000
943,15.7324,4982.000,1639.500,46.000,25.000,1,0.000
944,15.7491,4982.000,1639.500,46.000,25.000,1,0.000
945,15.7658,4982.000,1639.500,46.000,25.000,1,0.000
946,15.7824,4982.000,1639.500,46.000,25.000,1,0.000
947,15.7991,4982.000,1639.500,46.000,25.000,1,0.000
948,15.8158,4982.000,1639.500,46.000,25.000,1,0.000
949,15.8325,4982.000,1639.500,46.000,25.000,1,0.000
950,15.8492,4982.000,1639.500,46.000,25.000,1,0.000
951,15.8659,4982.000,1639.500,46.000,25.000,1,0.000
952,15.8825,4982.000,1639.500,46.000,25.000,1,0.000
953,15.8992,4982.000,1639.500,46.000,25.000,1,0.000
954,15.9159,4982.000,1639.500,46.000,25.000,1,0.000
955,15.9326,4982.000,1639.500,46.000,25.000,1,0.000
956,15.9493,4982.000,1639.500,46.000,25.000,1,0.000
957,15.9659,4982.000,1639.500,46.000,25.000,1,0.000
958,15.9826,4982.000,1640.500,46.000,25.000,1,59.940
959,15.9993,4982.000,1640.500,46.000,25.000,1,0.000
960,16.0160,4982.000,1639.500,46.000,25.000,1,59.940
961,16.0327,4982.000,1639.500,46.000,25.000,1,0.000
962,16.0494,4982.000,1639.500,46.000,25.000,1,0.000
963,16.0661,4982.000,1640.500,46.000,25.000,1,59.940
964,16.0827,4982.000,1639.500,46.000,25.000,1,59.940
965,16.0994,4982.000,1639.500,46.000,25.000,1,0.000
966,16.1161,4982.000,1640.500,46.000,25.000,1,59.940
967,16.1328,4983.000,1639.500,46.000,25.000,1,84.768
968,16.1495,4983.000,1639.500,46.000,25.000,1,0.000
969,16.1662,4983.000,1639.500,46.000,25.000,1,0.000
